Claim ID: 1 	|| Coords.: 151,671 	|| Size: 11x15
Claim ID: 847 	|| Coords.: 196,258 	|| Size: 26x27
Claim ID: 848 	|| Coords.: 567,149 	|| Size: 17x29
Claim ID: 849 	|| Coords.: 557,290 	|| Size: 22x11
Claim ID: 850 	|| Coords.: 658,255 	|| Size: 15x20
Claim ID: 851 	|| Coords.: 363,642 	|| Size: 16x21
Claim ID: 852 	|| Coords.: 913,26 	|| Size: 13x16
Claim ID: 853 	|| Coords.: 325,331 	|| Size: 25x13
Claim ID: 854 	|| Coords.: 957,948 	|| Size: 25x15
Claim ID: 855 	|| Coords.: 982,788 	|| Size: 11x24
Claim ID: 856 	|| Coords.: 886,521 	|| Size: 10x28
Claim ID: 857 	|| Coords.: 657,205 	|| Size: 17x28
Claim ID: 858 	|| Coords.: 927,589 	|| Size: 14x23
Claim ID: 859 	|| Coords.: 612,964 	|| Size: 12x12
Claim ID: 860 	|| Coords.: 531,660 	|| Size: 20x12
Claim ID: 861 	|| Coords.: 563,465 	|| Size: 22x14
Claim ID: 862 	|| Coords.: 247,8 	|| Size: 17x25
Claim ID: 863 	|| Coords.: 977,305 	|| Size: 17x17
Claim ID: 864 	|| Coords.: 52,757 	|| Size: 20x20
Claim ID: 865 	|| Coords.: 607,240 	|| Size: 16x19
Claim ID: 866 	|| Coords.: 287,212 	|| Size: 26x11
Claim ID: 867 	|| Coords.: 207,590 	|| Size: 22x10
Claim ID: 868 	|| Coords.: 299,24 	|| Size: 27x24
Claim ID: 869 	|| Coords.: 226,468 	|| Size: 18x25
Claim ID: 870 	|| Coords.: 84,166 	|| Size: 14x16
Claim ID: 871 	|| Coords.: 241,533 	|| Size: 17x23
Claim ID: 872 	|| Coords.: 192,205 	|| Size: 13x17
Claim ID: 873 	|| Coords.: 813,3 	|| Size: 29x17
Claim ID: 874 	|| Coords.: 36,893 	|| Size: 22x13
Claim ID: 875 	|| Coords.: 235,797 	|| Size: 23x12
Claim ID: 876 	|| Coords.: 444,379 	|| Size: 21x11
Claim ID: 877 	|| Coords.: 757,819 	|| Size: 22x4
Claim ID: 878 	|| Coords.: 456,283 	|| Size: 20x18
Claim ID: 879 	|| Coords.: 342,50 	|| Size: 22x22
Claim ID: 880 	|| Coords.: 522,873 	|| Size: 10x23
Claim ID: 881 	|| Coords.: 669,294 	|| Size: 15x15
Claim ID: 882 	|| Coords.: 114,720 	|| Size: 15x26
Claim ID: 883 	|| Coords.: 281,814 	|| Size: 28x17
Claim ID: 884 	|| Coords.: 583,764 	|| Size: 14x23
Claim ID: 885 	|| Coords.: 631,339 	|| Size: 11x12
Claim ID: 886 	|| Coords.: 604,829 	|| Size: 18x15
Claim ID: 887 	|| Coords.: 642,497 	|| Size: 7x15
Claim ID: 888 	|| Coords.: 945,850 	|| Size: 17x28
Claim ID: 889 	|| Coords.: 378,277 	|| Size: 20x24
Claim ID: 890 	|| Coords.: 376,236 	|| Size: 29x17
Claim ID: 891 	|| Coords.: 853,482 	|| Size: 19x12
Claim ID: 892 	|| Coords.: 179,300 	|| Size: 23x21
Claim ID: 893 	|| Coords.: 820,398 	|| Size: 21x20
Claim ID: 894 	|| Coords.: 464,503 	|| Size: 20x21
Claim ID: 895 	|| Coords.: 656,475 	|| Size: 11x19
Claim ID: 896 	|| Coords.: 228,127 	|| Size: 17x20
Claim ID: 897 	|| Coords.: 815,878 	|| Size: 14x22
Claim ID: 898 	|| Coords.: 982,619 	|| Size: 13x18
Claim ID: 899 	|| Coords.: 98,221 	|| Size: 3x6
Claim ID: 900 	|| Coords.: 225,538 	|| Size: 28x28
Claim ID: 901 	|| Coords.: 888,60 	|| Size: 18x28
Claim ID: 902 	|| Coords.: 721,626 	|| Size: 26x25
Claim ID: 903 	|| Coords.: 2,221 	|| Size: 22x24
Claim ID: 904 	|| Coords.: 443,921 	|| Size: 22x19
Claim ID: 905 	|| Coords.: 825,87 	|| Size: 21x27
Claim ID: 906 	|| Coords.: 564,390 	|| Size: 13x13
Claim ID: 907 	|| Coords.: 96,212 	|| Size: 23x27
Claim ID: 908 	|| Coords.: 6,597 	|| Size: 20x23
Claim ID: 909 	|| Coords.: 317,576 	|| Size: 21x13
Claim ID: 910 	|| Coords.: 54,360 	|| Size: 18x15
Claim ID: 911 	|| Coords.: 698,723 	|| Size: 21x25
Claim ID: 912 	|| Coords.: 17,228 	|| Size: 22x29
Claim ID: 913 	|| Coords.: 756,199 	|| Size: 15x23
Claim ID: 914 	|| Coords.: 684,63 	|| Size: 23x26
Claim ID: 915 	|| Coords.: 146,920 	|| Size: 17x23
Claim ID: 916 	|| Coords.: 375,783 	|| Size: 11x19
Claim ID: 917 	|| Coords.: 905,799 	|| Size: 18x13
Claim ID: 918 	|| Coords.: 370,788 	|| Size: 16x12
Claim ID: 919 	|| Coords.: 173,702 	|| Size: 22x22
Claim ID: 920 	|| Coords.: 626,89 	|| Size: 18x26
Claim ID: 921 	|| Coords.: 128,199 	|| Size: 26x24
Claim ID: 922 	|| Coords.: 852,845 	|| Size: 23x25
Claim ID: 923 	|| Coords.: 892,592 	|| Size: 14x18
Claim ID: 924 	|| Coords.: 515,753 	|| Size: 28x17
Claim ID: 925 	|| Coords.: 950,529 	|| Size: 15x25
Claim ID: 926 	|| Coords.: 925,166 	|| Size: 18x16
Claim ID: 927 	|| Coords.: 224,813 	|| Size: 20x20
Claim ID: 928 	|| Coords.: 57,65 	|| Size: 13x17
Claim ID: 929 	|| Coords.: 461,616 	|| Size: 21x24
Claim ID: 930 	|| Coords.: 692,726 	|| Size: 15x20
Claim ID: 931 	|| Coords.: 566,120 	|| Size: 18x18
Claim ID: 932 	|| Coords.: 815,250 	|| Size: 10x24
Claim ID: 933 	|| Coords.: 813,792 	|| Size: 19x10
Claim ID: 934 	|| Coords.: 949,326 	|| Size: 21x20
Claim ID: 935 	|| Coords.: 452,784 	|| Size: 15x22
Claim ID: 936 	|| Coords.: 701,294 	|| Size: 12x23
Claim ID: 937 	|| Coords.: 553,140 	|| Size: 20x14
Claim ID: 938 	|| Coords.: 532,270 	|| Size: 19x20
Claim ID: 939 	|| Coords.: 381,758 	|| Size: 22x26
Claim ID: 940 	|| Coords.: 364,538 	|| Size: 13x28
Claim ID: 941 	|| Coords.: 361,638 	|| Size: 29x23
Claim ID: 942 	|| Coords.: 0,244 	|| Size: 24x14
Claim ID: 943 	|| Coords.: 984,805 	|| Size: 13x19
Claim ID: 944 	|| Coords.: 355,223 	|| Size: 14x18
Claim ID: 945 	|| Coords.: 972,619 	|| Size: 16x16
Claim ID: 946 	|| Coords.: 953,249 	|| Size: 17x26
Claim ID: 947 	|| Coords.: 400,899 	|| Size: 22x23
Claim ID: 948 	|| Coords.: 359,854 	|| Size: 17x20
Claim ID: 949 	|| Coords.: 187,862 	|| Size: 14x22
Claim ID: 950 	|| Coords.: 130,227 	|| Size: 23x16
Claim ID: 951 	|| Coords.: 185,619 	|| Size: 25x14
Claim ID: 952 	|| Coords.: 547,610 	|| Size: 21x14
Claim ID: 953 	|| Coords.: 118,297 	|| Size: 25x13
Claim ID: 954 	|| Coords.: 239,346 	|| Size: 23x15
Claim ID: 955 	|| Coords.: 737,484 	|| Size: 23x17
Claim ID: 956 	|| Coords.: 470,543 	|| Size: 27x24
Claim ID: 957 	|| Coords.: 101,633 	|| Size: 10x14
Claim ID: 958 	|| Coords.: 421,419 	|| Size: 20x18
Claim ID: 959 	|| Coords.: 157,460 	|| Size: 25x18
Claim ID: 960 	|| Coords.: 716,765 	|| Size: 18x14
Claim ID: 961 	|| Coords.: 636,17 	|| Size: 17x12
Claim ID: 962 	|| Coords.: 528,290 	|| Size: 25x16
Claim ID: 963 	|| Coords.: 910,871 	|| Size: 26x27
Claim ID: 964 	|| Coords.: 634,44 	|| Size: 12x25
Claim ID: 965 	|| Coords.: 610,382 	|| Size: 18x23
Claim ID: 966 	|| Coords.: 852,613 	|| Size: 20x28
Claim ID: 967 	|| Coords.: 836,855 	|| Size: 22x28
Claim ID: 968 	|| Coords.: 805,670 	|| Size: 19x12
Claim ID: 969 	|| Coords.: 165,698 	|| Size: 22x16
Claim ID: 970 	|| Coords.: 83,398 	|| Size: 16x22
Claim ID: 971 	|| Coords.: 316,575 	|| Size: 22x23
Claim ID: 972 	|| Coords.: 173,523 	|| Size: 17x14
Claim ID: 973 	|| Coords.: 791,797 	|| Size: 20x20
Claim ID: 974 	|| Coords.: 357,412 	|| Size: 12x10
Claim ID: 975 	|| Coords.: 118,391 	|| Size: 12x26
Claim ID: 976 	|| Coords.: 749,90 	|| Size: 12x17
Claim ID: 977 	|| Coords.: 700,779 	|| Size: 17x17
Claim ID: 978 	|| Coords.: 810,554 	|| Size: 28x20
Claim ID: 979 	|| Coords.: 490,252 	|| Size: 28x25
Claim ID: 980 	|| Coords.: 344,864 	|| Size: 20x27
Claim ID: 981 	|| Coords.: 368,268 	|| Size: 14x10
Claim ID: 982 	|| Coords.: 886,416 	|| Size: 26x22
Claim ID: 983 	|| Coords.: 129,819 	|| Size: 10x15
Claim ID: 984 	|| Coords.: 622,376 	|| Size: 12x25
Claim ID: 985 	|| Coords.: 425,590 	|| Size: 25x12
Claim ID: 986 	|| Coords.: 788,510 	|| Size: 17x26
Claim ID: 987 	|| Coords.: 527,351 	|| Size: 28x11
Claim ID: 988 	|| Coords.: 929,390 	|| Size: 11x29
Claim ID: 989 	|| Coords.: 913,892 	|| Size: 11x26
Claim ID: 990 	|| Coords.: 759,385 	|| Size: 14x19
Claim ID: 991 	|| Coords.: 245,40 	|| Size: 21x12
Claim ID: 992 	|| Coords.: 587,808 	|| Size: 20x27
Claim ID: 993 	|| Coords.: 679,102 	|| Size: 24x28
Claim ID: 994 	|| Coords.: 949,327 	|| Size: 22x18
Claim ID: 995 	|| Coords.: 42,932 	|| Size: 29x25
Claim ID: 996 	|| Coords.: 519,958 	|| Size: 19x29
Claim ID: 997 	|| Coords.: 671,765 	|| Size: 26x29
Claim ID: 998 	|| Coords.: 125,189 	|| Size: 23x20
Claim ID: 999 	|| Coords.: 388,314 	|| Size: 23x27
Claim ID: 1000 	|| Coords.: 241,51 	|| Size: 16x25
Claim ID: 1001 	|| Coords.: 6,682 	|| Size: 13x21
Claim ID: 1002 	|| Coords.: 603,954 	|| Size: 10x19
Claim ID: 1003 	|| Coords.: 84,358 	|| Size: 19x18
Claim ID: 1004 	|| Coords.: 26,974 	|| Size: 22x22
Claim ID: 1005 	|| Coords.: 676,651 	|| Size: 15x20
Claim ID: 1006 	|| Coords.: 296,76 	|| Size: 28x22
Claim ID: 1007 	|| Coords.: 350,553 	|| Size: 25x21
Claim ID: 1008 	|| Coords.: 521,473 	|| Size: 14x19
Claim ID: 1009 	|| Coords.: 213,675 	|| Size: 15x24
Claim ID: 1010 	|| Coords.: 244,11 	|| Size: 29x16
Claim ID: 1011 	|| Coords.: 480,326 	|| Size: 11x21
Claim ID: 1012 	|| Coords.: 894,766 	|| Size: 28x24
Claim ID: 1013 	|| Coords.: 630,639 	|| Size: 21x29
Claim ID: 1014 	|| Coords.: 973,329 	|| Size: 16x21
Claim ID: 1015 	|| Coords.: 145,266 	|| Size: 28x16
Claim ID: 1016 	|| Coords.: 555,497 	|| Size: 16x16
Claim ID: 1017 	|| Coords.: 527,168 	|| Size: 11x4
Claim ID: 1018 	|| Coords.: 632,388 	|| Size: 28x16
Claim ID: 1019 	|| Coords.: 283,689 	|| Size: 16x22
Claim ID: 1020 	|| Coords.: 640,488 	|| Size: 16x28
Claim ID: 1021 	|| Coords.: 619,818 	|| Size: 21x12
Claim ID: 1022 	|| Coords.: 935,357 	|| Size: 21x15
Claim ID: 1023 	|| Coords.: 315,483 	|| Size: 26x21
Claim ID: 1024 	|| Coords.: 395,225 	|| Size: 21x17
Claim ID: 1025 	|| Coords.: 739,963 	|| Size: 27x28
Claim ID: 1026 	|| Coords.: 349,330 	|| Size: 13x14
Claim ID: 1027 	|| Coords.: 511,466 	|| Size: 14x22
Claim ID: 1028 	|| Coords.: 801,274 	|| Size: 14x10
Claim ID: 1029 	|| Coords.: 353,501 	|| Size: 22x28
Claim ID: 1030 	|| Coords.: 749,723 	|| Size: 19x26
Claim ID: 1031 	|| Coords.: 216,816 	|| Size: 24x27
Claim ID: 1032 	|| Coords.: 28,433 	|| Size: 27x19
Claim ID: 1033 	|| Coords.: 605,246 	|| Size: 25x10
Claim ID: 1034 	|| Coords.: 590,875 	|| Size: 22x18
Claim ID: 1035 	|| Coords.: 800,354 	|| Size: 20x16
Claim ID: 1036 	|| Coords.: 524,161 	|| Size: 18x15
Claim ID: 1037 	|| Coords.: 538,904 	|| Size: 28x24
Claim ID: 1038 	|| Coords.: 683,483 	|| Size: 27x16
Claim ID: 1039 	|| Coords.: 817,933 	|| Size: 8x3
Claim ID: 1040 	|| Coords.: 147,917 	|| Size: 14x28
Claim ID: 1041 	|| Coords.: 571,532 	|| Size: 11x24
Claim ID: 1042 	|| Coords.: 175,527 	|| Size: 8x5
Claim ID: 1043 	|| Coords.: 22,346 	|| Size: 13x28
Claim ID: 1044 	|| Coords.: 713,401 	|| Size: 19x19
Claim ID: 1045 	|| Coords.: 107,384 	|| Size: 15x27
Claim ID: 1046 	|| Coords.: 63,472 	|| Size: 23x14
Claim ID: 1047 	|| Coords.: 462,441 	|| Size: 27x15
Claim ID: 1048 	|| Coords.: 194,703 	|| Size: 14x11
Claim ID: 1049 	|| Coords.: 335,122 	|| Size: 11x12
Claim ID: 1050 	|| Coords.: 202,331 	|| Size: 29x27
Claim ID: 1051 	|| Coords.: 204,408 	|| Size: 10x18
Claim ID: 1052 	|| Coords.: 588,422 	|| Size: 26x25
Claim ID: 1053 	|| Coords.: 299,288 	|| Size: 22x10
Claim ID: 1054 	|| Coords.: 735,558 	|| Size: 11x10
Claim ID: 1055 	|| Coords.: 10,725 	|| Size: 25x14
Claim ID: 1056 	|| Coords.: 644,530 	|| Size: 18x28
Claim ID: 1057 	|| Coords.: 504,903 	|| Size: 13x28
Claim ID: 1058 	|| Coords.: 596,131 	|| Size: 13x21
Claim ID: 1059 	|| Coords.: 725,676 	|| Size: 21x12
Claim ID: 1060 	|| Coords.: 829,633 	|| Size: 27x15
Claim ID: 1061 	|| Coords.: 522,76 	|| Size: 14x20
Claim ID: 1062 	|| Coords.: 749,491 	|| Size: 19x13
Claim ID: 1063 	|| Coords.: 676,793 	|| Size: 19x22
Claim ID: 1064 	|| Coords.: 722,844 	|| Size: 11x10
Claim ID: 1065 	|| Coords.: 755,940 	|| Size: 14x17
Claim ID: 1066 	|| Coords.: 218,648 	|| Size: 21x15
Claim ID: 1067 	|| Coords.: 973,644 	|| Size: 26x14
Claim ID: 1068 	|| Coords.: 698,596 	|| Size: 26x16
Claim ID: 1069 	|| Coords.: 395,798 	|| Size: 14x23
Claim ID: 1070 	|| Coords.: 713,568 	|| Size: 27x20
Claim ID: 1071 	|| Coords.: 956,221 	|| Size: 13x24
Claim ID: 1072 	|| Coords.: 895,258 	|| Size: 18x29
Claim ID: 1073 	|| Coords.: 46,221 	|| Size: 16x22
Claim ID: 1074 	|| Coords.: 293,845 	|| Size: 25x25
Claim ID: 1075 	|| Coords.: 50,248 	|| Size: 12x25
Claim ID: 1076 	|| Coords.: 173,851 	|| Size: 23x20
Claim ID: 1077 	|| Coords.: 704,292 	|| Size: 20x11
Claim ID: 1078 	|| Coords.: 607,743 	|| Size: 27x14
Claim ID: 1079 	|| Coords.: 381,354 	|| Size: 23x10
Claim ID: 1080 	|| Coords.: 577,468 	|| Size: 12x25
Claim ID: 1081 	|| Coords.: 887,570 	|| Size: 17x23
Claim ID: 1082 	|| Coords.: 233,613 	|| Size: 27x23
Claim ID: 1083 	|| Coords.: 172,158 	|| Size: 15x22
Claim ID: 1084 	|| Coords.: 139,719 	|| Size: 22x19
Claim ID: 1085 	|| Coords.: 941,203 	|| Size: 10x18
Claim ID: 1086 	|| Coords.: 154,350 	|| Size: 20x27
Claim ID: 1087 	|| Coords.: 603,794 	|| Size: 14x20
Claim ID: 1088 	|| Coords.: 666,475 	|| Size: 23x29
Claim ID: 1089 	|| Coords.: 167,256 	|| Size: 24x16
Claim ID: 1090 	|| Coords.: 773,263 	|| Size: 16x20
Claim ID: 1091 	|| Coords.: 218,422 	|| Size: 12x28
Claim ID: 1092 	|| Coords.: 115,719 	|| Size: 20x13
Claim ID: 1093 	|| Coords.: 750,722 	|| Size: 29x17
Claim ID: 1094 	|| Coords.: 774,523 	|| Size: 29x12
Claim ID: 1095 	|| Coords.: 628,391 	|| Size: 22x11
Claim ID: 1096 	|| Coords.: 308,726 	|| Size: 15x16
Claim ID: 1097 	|| Coords.: 382,427 	|| Size: 14x15
Claim ID: 1098 	|| Coords.: 726,488 	|| Size: 18x17
Claim ID: 1099 	|| Coords.: 934,890 	|| Size: 10x25
Claim ID: 1100 	|| Coords.: 561,489 	|| Size: 14x19
Claim ID: 1101 	|| Coords.: 61,242 	|| Size: 11x16
Claim ID: 1102 	|| Coords.: 929,172 	|| Size: 22x21
Claim ID: 1103 	|| Coords.: 531,231 	|| Size: 12x16
Claim ID: 1104 	|| Coords.: 472,845 	|| Size: 28x16
Claim ID: 1105 	|| Coords.: 14,362 	|| Size: 21x22
Claim ID: 1106 	|| Coords.: 219,705 	|| Size: 17x26
Claim ID: 1107 	|| Coords.: 576,12 	|| Size: 16x29
Claim ID: 1108 	|| Coords.: 783,279 	|| Size: 19x23
Claim ID: 1109 	|| Coords.: 217,69 	|| Size: 28x16
Claim ID: 1110 	|| Coords.: 261,567 	|| Size: 16x28
Claim ID: 1111 	|| Coords.: 91,864 	|| Size: 12x16
Claim ID: 1112 	|| Coords.: 98,16 	|| Size: 14x13
Claim ID: 1113 	|| Coords.: 518,563 	|| Size: 10x20
Claim ID: 1114 	|| Coords.: 865,653 	|| Size: 22x19
Claim ID: 1115 	|| Coords.: 231,539 	|| Size: 15x15
Claim ID: 1116 	|| Coords.: 562,876 	|| Size: 28x22
Claim ID: 1117 	|| Coords.: 843,15 	|| Size: 12x11
Claim ID: 1118 	|| Coords.: 584,812 	|| Size: 17x13
Claim ID: 1119 	|| Coords.: 969,647 	|| Size: 15x20
Claim ID: 1120 	|| Coords.: 840,201 	|| Size: 22x18
Claim ID: 1121 	|| Coords.: 438,480 	|| Size: 21x19
Claim ID: 1122 	|| Coords.: 22,117 	|| Size: 10x20
Claim ID: 1123 	|| Coords.: 231,882 	|| Size: 25x20
Claim ID: 1124 	|| Coords.: 27,611 	|| Size: 26x16
Claim ID: 1125 	|| Coords.: 16,61 	|| Size: 22x29
Claim ID: 1126 	|| Coords.: 768,460 	|| Size: 14x26
Claim ID: 1127 	|| Coords.: 267,559 	|| Size: 17x19
Claim ID: 1128 	|| Coords.: 942,921 	|| Size: 14x14
Claim ID: 1129 	|| Coords.: 168,270 	|| Size: 25x16
Claim ID: 1130 	|| Coords.: 808,480 	|| Size: 14x21
Claim ID: 1131 	|| Coords.: 623,809 	|| Size: 16x11
Claim ID: 1132 	|| Coords.: 501,369 	|| Size: 29x27
Claim ID: 1133 	|| Coords.: 59,452 	|| Size: 23x25
Claim ID: 1134 	|| Coords.: 820,605 	|| Size: 25x27
Claim ID: 1135 	|| Coords.: 591,798 	|| Size: 17x25
Claim ID: 1136 	|| Coords.: 600,544 	|| Size: 13x25
Claim ID: 1137 	|| Coords.: 446,664 	|| Size: 12x18
Claim ID: 1138 	|| Coords.: 41,961 	|| Size: 17x14
Claim ID: 1139 	|| Coords.: 66,70 	|| Size: 20x28
Claim ID: 1140 	|| Coords.: 816,664 	|| Size: 25x27
Claim ID: 1141 	|| Coords.: 348,716 	|| Size: 21x27
Claim ID: 1142 	|| Coords.: 742,99 	|| Size: 14x16
Claim ID: 1143 	|| Coords.: 214,228 	|| Size: 25x22
Claim ID: 1144 	|| Coords.: 292,336 	|| Size: 29x26
Claim ID: 1145 	|| Coords.: 483,317 	|| Size: 12x25
Claim ID: 1146 	|| Coords.: 411,301 	|| Size: 19x23
Claim ID: 1147 	|| Coords.: 851,206 	|| Size: 17x21
Claim ID: 1148 	|| Coords.: 403,37 	|| Size: 22x23
Claim ID: 1149 	|| Coords.: 143,270 	|| Size: 21x28
Claim ID: 1150 	|| Coords.: 68,471 	|| Size: 10x11
Claim ID: 1151 	|| Coords.: 471,442 	|| Size: 20x15
Claim ID: 1152 	|| Coords.: 586,793 	|| Size: 10x25
Claim ID: 1153 	|| Coords.: 362,737 	|| Size: 5x8
Claim ID: 1154 	|| Coords.: 73,897 	|| Size: 12x19
Claim ID: 1155 	|| Coords.: 213,108 	|| Size: 22x26
Claim ID: 1156 	|| Coords.: 755,816 	|| Size: 29x14
Claim ID: 1157 	|| Coords.: 182,731 	|| Size: 23x21
Claim ID: 1158 	|| Coords.: 260,224 	|| Size: 21x17
Claim ID: 1159 	|| Coords.: 408,780 	|| Size: 26x12
Claim ID: 1160 	|| Coords.: 742,331 	|| Size: 11x29
Claim ID: 1161 	|| Coords.: 34,445 	|| Size: 20x20
Claim ID: 1162 	|| Coords.: 706,114 	|| Size: 11x19
Claim ID: 1163 	|| Coords.: 112,8 	|| Size: 12x11
Claim ID: 1164 	|| Coords.: 242,573 	|| Size: 18x25
Claim ID: 1165 	|| Coords.: 142,260 	|| Size: 26x20
Claim ID: 1166 	|| Coords.: 449,278 	|| Size: 21x10
Claim ID: 1167 	|| Coords.: 826,5 	|| Size: 13x23
Claim ID: 1168 	|| Coords.: 589,775 	|| Size: 29x13
Claim ID: 1169 	|| Coords.: 309,300 	|| Size: 29x10
Claim ID: 1170 	|| Coords.: 512,262 	|| Size: 21x28
Claim ID: 1171 	|| Coords.: 962,217 	|| Size: 24x27
Claim ID: 1172 	|| Coords.: 533,489 	|| Size: 26x10
Claim ID: 1173 	|| Coords.: 108,635 	|| Size: 27x20
Claim ID: 1174 	|| Coords.: 629,522 	|| Size: 17x10
Claim ID: 1175 	|| Coords.: 356,340 	|| Size: 14x23
Claim ID: 1176 	|| Coords.: 225,867 	|| Size: 17x29
Claim ID: 1177 	|| Coords.: 578,951 	|| Size: 27x11
Claim ID: 1178 	|| Coords.: 324,171 	|| Size: 17x21
Claim ID: 1179 	|| Coords.: 182,637 	|| Size: 15x20
Claim ID: 1180 	|| Coords.: 912,156 	|| Size: 25x27
Claim ID: 1181 	|| Coords.: 241,265 	|| Size: 29x16
Claim ID: 1182 	|| Coords.: 313,594 	|| Size: 28x18
Claim ID: 1183 	|| Coords.: 842,472 	|| Size: 15x28
Claim ID: 1184 	|| Coords.: 94,746 	|| Size: 14x18
Claim ID: 1185 	|| Coords.: 865,240 	|| Size: 28x16
Claim ID: 1186 	|| Coords.: 653,58 	|| Size: 4x11
Claim ID: 1187 	|| Coords.: 556,168 	|| Size: 11x14
Claim ID: 1188 	|| Coords.: 795,258 	|| Size: 25x10
Claim ID: 1189 	|| Coords.: 55,893 	|| Size: 22x11
Claim ID: 1190 	|| Coords.: 669,912 	|| Size: 24x24
Claim ID: 1191 	|| Coords.: 148,111 	|| Size: 10x11
Claim ID: 1192 	|| Coords.: 794,451 	|| Size: 3x12
Claim ID: 1193 	|| Coords.: 24,609 	|| Size: 21x14
Claim ID: 1194 	|| Coords.: 779,739 	|| Size: 20x23
Claim ID: 1195 	|| Coords.: 261,466 	|| Size: 25x25
Claim ID: 1196 	|| Coords.: 702,338 	|| Size: 10x18
Claim ID: 1197 	|| Coords.: 624,441 	|| Size: 16x15
Claim ID: 1198 	|| Coords.: 8,939 	|| Size: 14x14
Claim ID: 1199 	|| Coords.: 307,164 	|| Size: 18x21
Claim ID: 1200 	|| Coords.: 569,625 	|| Size: 28x26
Claim ID: 1201 	|| Coords.: 97,723 	|| Size: 27x17
Claim ID: 1202 	|| Coords.: 584,815 	|| Size: 17x12
Claim ID: 1203 	|| Coords.: 664,121 	|| Size: 15x29
Claim ID: 1204 	|| Coords.: 794,246 	|| Size: 13x19
Claim ID: 1205 	|| Coords.: 680,778 	|| Size: 17x26
Claim ID: 1206 	|| Coords.: 547,765 	|| Size: 17x21
Claim ID: 1207 	|| Coords.: 749,230 	|| Size: 17x24
Claim ID: 1208 	|| Coords.: 599,934 	|| Size: 29x27
Claim ID: 1209 	|| Coords.: 165,729 	|| Size: 29x17
Claim ID: 1210 	|| Coords.: 627,76 	|| Size: 19x28
Claim ID: 1211 	|| Coords.: 937,549 	|| Size: 22x18
Claim ID: 1212 	|| Coords.: 442,476 	|| Size: 14x21
Claim ID: 1213 	|| Coords.: 274,454 	|| Size: 13x17
Claim ID: 1214 	|| Coords.: 146,721 	|| Size: 21x24
Claim ID: 1215 	|| Coords.: 603,744 	|| Size: 12x27
Claim ID: 1216 	|| Coords.: 801,113 	|| Size: 26x28
Claim ID: 1217 	|| Coords.: 529,524 	|| Size: 29x21
Claim ID: 1218 	|| Coords.: 819,51 	|| Size: 21x18
Claim ID: 1219 	|| Coords.: 605,214 	|| Size: 19x23
Claim ID: 1220 	|| Coords.: 544,215 	|| Size: 27x16
Claim ID: 1221 	|| Coords.: 215,221 	|| Size: 29x16
Claim ID: 1222 	|| Coords.: 331,216 	|| Size: 25x19
Claim ID: 1223 	|| Coords.: 212,419 	|| Size: 27x16
Claim ID: 1224 	|| Coords.: 649,91 	|| Size: 28x14
Claim ID: 1225 	|| Coords.: 419,445 	|| Size: 24x17
Claim ID: 1226 	|| Coords.: 450,723 	|| Size: 10x23
Claim ID: 1227 	|| Coords.: 342,810 	|| Size: 17x16
Claim ID: 1228 	|| Coords.: 239,696 	|| Size: 28x21
Claim ID: 1229 	|| Coords.: 332,638 	|| Size: 10x26
Claim ID: 1230 	|| Coords.: 798,410 	|| Size: 21x21
Claim ID: 1231 	|| Coords.: 578,115 	|| Size: 17x10
Claim ID: 1232 	|| Coords.: 683,746 	|| Size: 18x25
Claim ID: 1233 	|| Coords.: 439,753 	|| Size: 11x15
Claim ID: 1234 	|| Coords.: 427,560 	|| Size: 21x25
Claim ID: 1235 	|| Coords.: 206,232 	|| Size: 28x23
Claim ID: 1236 	|| Coords.: 72,449 	|| Size: 25x19
Claim ID: 1237 	|| Coords.: 176,893 	|| Size: 22x16
Claim ID: 1238 	|| Coords.: 399,309 	|| Size: 27x17
Claim ID: 1239 	|| Coords.: 87,158 	|| Size: 10x20
Claim ID: 1240 	|| Coords.: 656,108 	|| Size: 18x24
Claim ID: 1241 	|| Coords.: 610,948 	|| Size: 26x22
Claim ID: 1242 	|| Coords.: 766,834 	|| Size: 24x28
Claim ID: 1243 	|| Coords.: 423,187 	|| Size: 23x11
Claim ID: 1244 	|| Coords.: 957,207 	|| Size: 24x11
Claim ID: 1245 	|| Coords.: 323,107 	|| Size: 26x17
Claim ID: 1246 	|| Coords.: 139,349 	|| Size: 26x28
Claim ID: 1247 	|| Coords.: 964,416 	|| Size: 22x14
Claim ID: 1248 	|| Coords.: 924,460 	|| Size: 27x16
Claim ID: 1249 	|| Coords.: 359,848 	|| Size: 15x21
Claim ID: 1250 	|| Coords.: 418,924 	|| Size: 28x13
Claim ID: 1251 	|| Coords.: 333,311 	|| Size: 14x18
Claim ID: 1252 	|| Coords.: 647,250 	|| Size: 19x10
Claim ID: 1253 	|| Coords.: 248,844 	|| Size: 29x20
Claim ID: 1254 	|| Coords.: 626,242 	|| Size: 28x21
Claim ID: 1255 	|| Coords.: 814,434 	|| Size: 16x16
Claim ID: 1256 	|| Coords.: 228,18 	|| Size: 26x16
Claim ID: 1257 	|| Coords.: 606,542 	|| Size: 11x23
Claim ID: 1258 	|| Coords.: 728,234 	|| Size: 29x17
Claim ID: 1259 	|| Coords.: 683,181 	|| Size: 24x22
Claim ID: 1260 	|| Coords.: 653,551 	|| Size: 16x24
Claim ID: 1261 	|| Coords.: 554,621 	|| Size: 24x27
